"Plot_Name","Unit_Code","Panel","Physio","Directions","Location_Notes","SampleYear","Lat","Long","IsStuntedWoodland","Num_Live_Trees","Num_Dead_Trees","Inv_Shrub_Cov","Num_Seedlings","Num_Saplings","Num_Quad_Species","Num_Add_Species","BL","BR","UL","UR"
"SARA-010","SARA","1","Mesic- Moist Slopes and Coves","Walked Wilkenson trail through Junction J, then as foot path winds away from plot direction, walked 120 degrees for about 100m.","Plot on slope with apple trees.  Slippery elm and red maple are dominate trees.  Lots of dead elm and large buckthorn.",2023,43.0007,-73.629373,FALSE,20,6,67.8,41,1,74,10,"SARA_010_BL_20230524.JPG","SARA_010_BR_20230524.JPG","SARA_010_UL_20230524.JPG","SARA_010_UR_20230524.JPG"
"WEFA-010","WEFA","4","Mesic- Other Mesic","Park at Weir Farm Lane cul-de-sac. Walk 165m (cross trail) at bearing of 140 degrees. Rock walls parallel to north and west sides of plot. Trail is 17m from plot center.","Mixed hardwood canopy (Acer rubrum, Fraxinus americana, Betula lenta) with wet, mxed shrub and fern understory.",2026,41.258453,-73.45321,FALSE,12,4,1.6,23,1,41,31,"WEFA_010_BL_20260608.JPG","WEFA_010_BR_20260608.JPG","WEFA_010_UL_20260608.JPG","WEFA_010_UR_20260608.JPG"
"MABI-011","MABI","1","Mesic- Moist Slopes and Coves","Take hiking trail from trail head on Prosper Rd. towards fire road (south)","Scott's pine plantation; small stream running through plot.  Redstart plot- did not waypoint. Scott's pine overtops maples.  Hiking trail runs through plot.",2023,43.637225,-72.553451,FALSE,21,3,0,117,11,38,32,"MABI_011_BL_20230605.JPG","MABI_011_BR_20230605.JPG","MABI_011_UL_20230605.JPG","MABI_011_UR_20230605.JPG"
"MIMA-011","MIMA","3","Mesic- Floodplains/Bottomlands","Park at overflow parking, walk past old manse, through orchard, and take trail along river bank to the left of the small boathouse. Bushwalk 60 m to plot when perpendicular. Bring boots, gets a bit wet!","Hardwood mix w/ creek, vines in understory. Very wet.",2025,42.467029,-71.350077,FALSE,8,1,36.9,23,2,55,20,"MIMA_011_BL_20250616.JPG","MIMA_011_BR_20250616.JPG","MIMA_011_UL_20250616.JPG","MIMA_011_UR_20250616.JPG"
"MORR-011","MORR","2","Mesic- Moist Slopes and Coves","head SSW from plot 010 less than 200m, crossing a stream and gaining some elevation.","Beech/tulip popar forest with little understory.",2024,40.763202,-74.532167,FALSE,11,1,1.7,34,0,17,13,"MORR_011_BL_20240521.JPG","MORR_011_BR_20240521.JPG","MORR_011_UL_20240521.JPG","MORR_011_UR_20240521.JPG"
"ROVA-011","ROVA","2","Mesic- Flatwoods","from historic train station, take road across stream toward hudson, take trail north, plot is on right near edge of field.","Mapely plot with moderate CWD and little herbaceous layer.",2024,41.795036,-73.944603,FALSE,11,2,0,7,4,17,24,"ROVA_011_BL_20240529.JPG","ROVA_011_BR_20240529.JPG","ROVA_011_UL_20240529.JPG","ROVA_011_UR_20240529.JPG"
"SAGA-011","SAGA","3","Mesic- Moist Slopes and Coves","Enter field at overflow parking and walk to Blow-down-return trail (approach plot from the west). Plot is 50m off the trail, mid-way down the slope. Do not approach from the east (plot 12) because you will have to cross steep ravine. GPS tends to lose signal when you're down in the ravine and will send you in cirlces. Take bearing a the ridge line before entering the ravine.","Plot slope down was recorded as positive 25degrees- not sure if it really was positive, or if the data was recorded incorrectly.  No regen in UL. ",2025,43.500143,-72.373366,FALSE,20,4,0.1,13,0,26,30,"SAGA_011_BL_20250609.JPG","SAGA_011_BR_20250609.JPG","SAGA_011_UL_20250609.JPG","SAGA_011_UR_20250609.JPG"
"SARA-011","SARA","1","Mesic- Flatwoods","Park before stop 8, take Wilkenson trail about 400m from road, then go about 3 m. north of trail.","Red maple and big-toothed aspen with fern understory.",2023,43.006868,-73.625531,FALSE,12,2,0.1,6,1,35,31,"SARA_011_BL_20230525.JPG","SARA_011_BR_20230525.JPG","SARA_011_UL_20230525.JPG","SARA_011_UR_20230525.JPG"
"MABI-012","MABI","1","Mesic- Rolling Uplands","Parked at Carraige trail head on Prosper Rd.  Took carraige trails around Pogue, then south.","European larch plantation.  Deer scat on plot. No coord accuracy; Keeton GPS Coordinates",2023,43.628941,-72.536248,FALSE,19,3,0,105,0,21,15,"MABI_012_BL_20230607.JPG","MABI_012_BR_20230607.JPG","MABI_012_UL_20230607.JPG","MABI_012_UR_20230607.JPG"
"MIMA-012","MIMA","3","Mesic- Floodplains/Bottomlands","Park at Miriam's Corner lot. During dry years, cross road, then stream bordering forest. In wet years, enter forest and follow bird trail to plot. Bring BIG YELLOW.","Floodplain, barberry and vines in the understory, sparse maple canopy.

2016 - Barberry is nearly absent, plot dominated by Rhamnus and various vines. Very dense.",2025,42.456745,-71.321806,FALSE,7,5,35.9,8,5,49,17,"MIMA_012_BL_20250616.JPG","MIMA_012_BR_20250616.JPG","MIMA_012_UL_20250616.JPG","MIMA_012_UR_20250616.JPG"
"MORR-012","MORR","2","Mesic- Rolling Uplands","head upslope SSW from plot 11, traveling about 200m","Medium barberry, nice opening around plot center. Hickory/Birch/Beech canopy.",2024,40.761693,-74.533327,FALSE,14,0,54.2,9,0,11,21,"MORR_012_BL_20240521.JPG","MORR_012_BR_20240521.JPG","MORR_012_UL_20240521.JPG","MORR_012_UR_20240521.JPG"
"ROVA-012","ROVA","2","Mesic- Rolling Uplands","take road north from visitor center parking lot.  Turn west into forest at edge of field.","Took a new waypoint in 2011. Giant Liriodendron and Quecus . Lots of burning bush in understory.",2024,41.799908,-73.942573,FALSE,9,0,30.9,13,0,23,15,"ROVA_012_BL_20240530.JPG","ROVA_012_BR_20240530.JPG","ROVA_012_UL_20240530.JPG","ROVA_012_UR_20240530.JPG"
"SAGA-012","SAGA","3","Mesic- Flatwoods","enter overflow parking field and turn left. Park and enter woods - 100 m.","Hemlock stand with white pine emmergents, very open understory. Gap in center of plot.  Missing Plot Slope DN. ",2025,43.499766,-72.372627,FALSE,19,2,0,0,1,6,11,"SAGA_012_BL_20250609.JPG","SAGA_012_BR_20250609.JPG","SAGA_012_UL_20250609.JPG","SAGA_012_UR_20250609.JPG"
"SARA-012","SARA","1","Mesic- Moist Slopes and Coves","Parked at creek after stop 2, then hiked about 230 m at 130-150 degrees.  Dense prickly ash thicket.","Honeysuckle thicket- near small creek.  Opening at upper center.  Several deer trails running through plot.  Percent slope for plot measured from plot center to LC, because too dense to see beyond.",2023,42.989909,-73.638151,FALSE,2,3,82.6,11,3,59,13,"SARA_012_BL_20230525.JPG","SARA_012_BR_20230525.JPG","SARA_012_UL_20230525.JPG","SARA_012_UR_20230525.JPG"
"MABI-013","MABI","3","Mesic- Moist Slopes and Coves","parked at shed 100m up from Belvedere. To the left carrige road","Compass, used only to find plot center, was set to declination of 14.. Due to small boulder, BC post is located 3m (horizontal distance)  directly behind actual BC point. Small white x left on rock with paint marker.
Also the post of BL is located 0.5 m closer to plot center than actual BL point because of rock.

Orientation changed to 334

MIXED HARDWOOD/HEMLOCK WITH LARGE WHITE PINES OUTSIDE PLOT PERIMETER. SLOPE LEVELS OFF IN BOTTOM OF PLOT IN MOIST COVE/BENCH. SOME STUMP EVIDENCE OF MANAGEMENT.",2025,43.629713,-72.523239,FALSE,13,1,0,27,1,20,19,"MABI_013_BL_20250611.JPG","MABI_013_BR_20250611.JPG","MABI_013_UL_20250611.JPG","MABI_013_UR_20250611.JPG"
"MIMA-013","MIMA","3","Mesic- Rolling Uplands","Park at heartwell tavern parking","Mixed hardwoordforest.  Poison ivy!!",2025,42.451938,-71.291763,FALSE,11,2,20.8,16,1,27,16,"MIMA_013_BL_20250617.JPG","MIMA_013_BR_20250617.JPG","MIMA_013_UL_20250617.JPG","MIMA_013_UR_20250617.JPG"
"MORR-013","MORR","2","Mesic- Floodplains/Bottomlands","follow primrose path in a northernly direction","skunk cabbage seepy areas surrounding plot, boots highly suggested",2024,40.766336,-74.52974,FALSE,16,1,0,26,2,35,31,"MORR_013_BL_20240521.JPG","MORR_013_BR_20240521.JPG","MORR_013_UL_20240521.JPG","MORR_013_UR_20240521.JPG"
"ROVA-013","ROVA","2","Mesic- Flatwoods","take trail north, on left toward railroad tracks","Norway spruce plantation tucked between train tracks and the VAMA carriage road. Mostly even aged spruce stand with moderate herb cover.",2024,41.803244,-73.942915,FALSE,13,2,0.1,112,0,32,17,"ROVA_013_BL_20240530.JPG","ROVA_013_BR_20240530.JPG","ROVA_013_UL_20240530.JPG","ROVA_013_UR_20240530.JPG"
"SAGA-013","SAGA","3","Mesic- Rolling Uplands","Take Blow-Me-Down trail until 30m from plot.","On edge of bench between slopes. Very little ground cover.",2025,43.500947,-72.375842,FALSE,20,10,0,0,2,9,8,"SAGA_013_BL_20250609.JPG","SAGA_013_BR_20250609.JPG","SAGA_013_UL_20250609.JPG","SAGA_013_UR_20250609.JPG"
"SARA-013","SARA","1","Mesic- Moist Slopes and Coves","Took trail at stop 4 south about 100m. Cross bridge and follow bird route 400m. Located in Middle Ravine.","Bitternut hickory, sugar maple dominated forest.  Open understory- few shrubs/seedlings.",2023,42.997155,-73.634875,FALSE,22,2,9.4,51,1,55,23,"SARA_013_BL_20230523.JPG","SARA_013_BR_20230523.JPG","SARA_013_UL_20230523.JPG","SARA_013_UR_20230523.JPG"
"MABI-014","MABI","3","Mesic- Rolling Uplands","Park car at field next to pony shed.","White pine and mixed hardwoods on a hill.
JSW:Apect was recorded as 300, while orientation is 302. Check to see if aspect is actually 120.",2025,43.631298,-72.522008,FALSE,19,4,0,21,1,12,15,"MABI_014_BL_20250610.JPG","MABI_014_BR_20250610.JPG","MABI_014_UL_20250610.JPG","MABI_014_UR_20250610.JPG"
"MIMA-014","MIMA","3","Mesic- Rolling Uplands","Park in Voc. School parking. Plot just off road.","Oak canopy with white pine subcanopy. Sparse ground cover",2025,42.447715,-71.270914,FALSE,20,0,8.1,1,5,24,24,"MIMA_014_BL_20250618.JPG","MIMA_014_BR_20250618.JPG","MIMA_014_UL_20250618.JPG","MIMA_014_UR_20250618.JPG"
"MORR-014","MORR","2","Mesic- Rolling Uplands","park at soldier huts, follow trail south across stream, head up dirt road- gate at top of exclosure","Not a GRTS site- established to monitor deer exclosure. ",2024,40.771312,-74.539457,FALSE,7,0,0,37,14,17,21,"MORR_014_BL_20240522.JPG","MORR_014_BR_20240522.JPG","MORR_014_UL_20240522.JPG","MORR_014_UR_20240522.JPG"
"ROVA-014","ROVA","2","Hydric- Other Hydric","from power station, head north along road for about 100m. cross river.",NA,2024,41.792191,-73.940822,FALSE,8,10,35.3,0,3,68,17,"ROVA_014_BL_20240603.JPG","ROVA_014_BR_20240603.JPG","ROVA_014_UL_20240603.JPG","ROVA_014_UR_20240603.JPG"
"SAGA-014","SAGA","3","Mesic- Moist Slopes and Coves","Head about 300 m down Blow-Me-Down Trail, and cross ravine","Mixed hardwoods, with very little regeneration.",2025,43.499819,-72.374938,FALSE,14,4,0,8,0,26,25,"SAGA_014_BL_20250605.JPG","SAGA_014_BR_20250605.JPG","SAGA_014_UL_20250605.JPG","SAGA_014_UR_20250605.JPG"
"SARA-014","SARA","1","Mesic- Moist Slopes and Coves","Hiked south about 175meters from Hwy 32 through prickly ash thickets.","Early successional forest in ravine understory dominated by goldenrod and some bidens.  Canopy dominated by white oak and slippery elm.  Small stream on lower edge of plot.  Several deer trails present in plot.. ",2023,42.978246,-73.640223,FALSE,21,6,1.2,14,4,64,15,"SARA_014_BL_20230524.JPG","SARA_014_BR_20230524.JPG","SARA_014_UL_20230524.JPG","SARA_014_UR_20230524.JPG"
"MABI-015","MABI","3","Mesic- Flatwoods","Off of North Ridge trail, take side trail. Plot is about 40 m off trail.","Existing plot, from Keeton study(Redstart St_ID=20, SID=018). Plot center only marked with pvc tube. Pine and red maple, with young understory off hardwoods and little ground cover. 2016 - plot cut after last visit. Small area around plot center left mostly intact but sides of plot impacted. Canopy is open, but complete subcanopy layer that almost entirely shades plot.",2025,43.639054,-72.542616,FALSE,15,2,0,19,12,18,22,"MABI_015_BL_20250609.JPG","MABI_015_BR_20250609.JPG","MABI_015_UL_20250609.JPG","MABI_015_UR_20250609.JPG"
"MIMA-015","MIMA","3","Mesic- Floodplains/Bottomlands","Park on Airport Road.","Fern understory, acer rubrum canopy. Mucky temp stream. Changed orientation from 345 to 348. 2016.  Lots of  TOX at BL, ML and UP.  Changed orientation from 360 to 345 - 2012.",2025,42.451507,-71.270455,FALSE,13,1,4.6,16,1,50,29,"MIMA_015_BL_20250617.JPG","MIMA_015_BR_20250617.JPG","MIMA_015_UL_20250617.JPG","MIMA_015_UR_20250617.JPG"
"MORR-015","MORR","2","Mesic- Moist Slopes and Coves","follow Patriot's path from it's start just before the Cross Estate","Near a stream.  Lowish diversity for understory.",2024,40.750949,-74.552296,FALSE,10,1,14.7,22,1,20,22,"MORR_015_BL_20240523.JPG","MORR_015_BR_20240523.JPG","MORR_015_UL_20240523.JPG","MORR_015_UR_20240523.JPG"
"ROVA-015","ROVA","2","Mesic- Moist Slopes and Coves","Starting out in the parkinglot across route 9 from the FDR visitors center (for the Hudson River Senic Land Trust), it is just over 1km to the plot center. Follow the main trail as far as you can, then follow an azimuth of about 150 degrees until you get there. You will cross several small trails and possibly an intense section of blowdown just before you arrive at the plot. It is on top of the slope.","We oriented it facing north, as it is at the top of a slope that seems to fall away on all sides from the midpoint. Plot slopes down both sides from center, so plot slope of 1 is misleading. Also, we found a geocache on the plot, so it may experience some foot traffic though not on a path.. ",2024,41.763138,-73.920789,FALSE,19,8,0,27,3,26,17,"ROVA_015_BL_20240528.JPG","ROVA_015_BR_20240528.JPG","ROVA_015_UL_20240528.JPG","ROVA_015_UR_20240528.JPG"
"SAGA-015","SAGA","3","Mesic- Moist Slopes and Coves","Near entrance of Blow-Me-Down trail","Mixed hardwoods with some hemlock down slope from meadow; sparse understory.",2025,43.501157,-72.374781,FALSE,19,5,0,7,3,8,12,"SAGA_015_BL_20250610.JPG","SAGA_015_BR_20250610.JPG","SAGA_015_UL_20250610.JPG","SAGA_015_UR_20250610.JPG"
"SARA-015","SARA","1","Mesic- Floodplains/Bottomlands","Parked about 400m north of hwy4/32 intersection.  Then went about 140 meters at 150 degrees.  Crossed over small stream on a beaver dam.  Plot would be very wet and mucky after a rain.","Silver maple/black ash forest, dominated by a reed canary grass and sensitive fern herb layer.  Mucky soils, though easily walkable when dry.  Would not suggest sampling this plot if wet.. ",2023,42.975739,-73.628665,FALSE,12,15,0,9,0,30,14,"SARA_015_BL_20230525.JPG","SARA_015_BR_20230525.JPG","SARA_015_UL_20230525.JPG","SARA_015_UR_20230525.JPG"
"MABI-016","MABI","3","Xeric- Dry Slopes","From North Ridge loop, head upslope to plot; it is on south side of ridge. 2025 we went from upslope down to plot (after sampling 15) and it is less steep that way, but more driving.","Existing MABI plot from Keeton study. Keeton plot # 34.. Northern Hardwoods, with large tree fall through plot center",2025,43.63699,-72.538324,FALSE,10,0,0,47,5,15,30,"MABI_016_BL_20250609.JPG","MABI_016_BR_20250609.JPG","MABI_016_UL_20250609.JPG","MABI_016_UR_20250609.JPG"
"MIMA-016","MIMA","3","Mesic- Rolling Uplands","Park at John Nelson house across the street.","Thick Rhamnus, probably reverting from old field.",2025,42.448304,-71.275276,FALSE,4,10,77.5,25,0,21,14,"MIMA_016_BL_20250617.JPG","MIMA_016_BR_20250617.JPG","MIMA_016_UL_20250617.JPG","MIMA_016_UR_20250617.JPG"
"MORR-016","MORR","4","Mesic- Rolling Uplands","50m west of Jockey Hollow Road.","~30 % barberry understory.  Tulip Poplar and black birch forest.",2026,40.763258,-74.546242,FALSE,9,4,37.1,95,0,31,19,"MORR_016_BL_20260518.JPG","MORR_016_BR_20260518.JPG","MORR_016_UL_20260518.JPG","MORR_016_UR_20260518.JPG"
"ROVA-016","ROVA","2","Mesic- Flatwoods","Park at trailhead off of route 9G and follow the main trail for about 200m. Then head SSE for about another 100m and you will arrive at this location.","Over grown pine plantation - very healthy poison ivy.",2024,41.761505,-73.910062,FALSE,20,4,0,34,2,34,23,"ROVA_016_BL_20240604.JPG","ROVA_016_BR_20240604.JPG","ROVA_016_UL_20240604.JPG","ROVA_016_UR_20240604.JPG"
"SAGA-016","SAGA","3","Mesic- Moist Slopes and Coves","in off ravine trail, 30 m  behind studio, 74 degrees","VERY steep slope. steep NE hemlock slope above stream",2025,43.501599,-72.368565,FALSE,21,4,0,0,0,10,18,"SAGA_016_BL_20250604.JPG","SAGA_016_BR_20250604.JPG","SAGA_016_UL_20250604.JPG","SAGA_016_UR_20250604.JPG"
"SARA-016","SARA","1","Mesic- Moist Slopes and Coves","Walked old battlefield road through field, then into forest.  Plot about 20m from park boundary.","Early successional forest.  Slippery elm and ash canopy (sparse).  Elm, buckthorn, and dogwood trall shrub layer (sparse).  Sensitive fern herb layer (dense).
GPS lost differential while navigating, then gained for waypoint.. ",2023,43.00031,-73.655686,FALSE,20,4,18.7,42,1,64,16,"SARA_016_BL_20230522.JPG","SARA_016_BR_20230522.JPG","SARA_016_UL_20230522.JPG","SARA_016_UR_20230522.JPG"
"MABI-017","MABI","3","Mesic- Moist Slopes and Coves","Park at Prosper Hill rd. trail head parking lot. Enter trail to the east.","Keeton plot #60.  Red pine stand w/ mixed hardwoods/white pine understory. Cut before 2012.",2025,43.638946,-72.551832,FALSE,21,5,0,282,19,27,24,"MABI_017_BL_20250611.JPG","MABI_017_BR_20250611.JPG","MABI_017_UL_20250611.JPG","MABI_017_UR_20250611.JPG"
"MIMA-017","MIMA","3","Mesic- Floodplains/Bottomlands","Park opposite farm stand, near field.  Plot about 150m, just inside forest.","Vernal pools throughout, with Red maple, and moderate Glossy buckthorn, bring boots if there has been lots of rain",2025,42.455249,-71.315622,FALSE,24,1,12.7,28,3,40,22,"MIMA_017_BL_20250616.JPG","MIMA_017_BR_20250616.JPG","MIMA_017_UL_20250616.JPG","MIMA_017_UR_20250616.JPG"
"MORR-017","MORR","4","Mesic- Rolling Uplands","SW from trail. Leave the trail before the dense barberry when still at least 50 m from plot. Hike up hill through the light barbery so you can hit the plot from directly up slope, avoids the worse barberry.","Thick barberry understory with black locust canopy- windthrow in center of plot. 2013: changed azimuth from 212 to 209.",2026,40.758632,-74.547482,FALSE,6,1,76.3,3,0,15,21,"MORR_017_BL_20260521.JPG","MORR_017_BR_20260521.JPG","MORR_017_UL_20260521.JPG","MORR_017_UR_20260521.JPG"
"ROVA-017","ROVA","2","Mesic- Floodplains/Bottomlands","Take main trail from trail head/ parking lot on rte 9G.   More than 500m from trail head.  Plot is 40m from trail.","Oak forest with half of plot a perennial wetland.  Galoshes may be useful for muck, though standing water is unlikely.",2024,41.763138,-73.916073,FALSE,10,4,0,28,3,43,28,"ROVA_017_BL_20240528.JPG","ROVA_017_BR_20240528.JPG","ROVA_017_UL_20240528.JPG","ROVA_017_UR_20240528.JPG"
"SAGA-017","SAGA","3","Mesic- Moist Slopes and Coves","Start at ravine studio. Follow Ravine trail to creek. Due N from where trail turns W","South facing hardwood rocky slope.  20 meters above perennial stream.  Small drainage flows through eastern side of plot.",2025,43.502494,-72.36912,FALSE,18,1,0.1,18,1,23,32,"SAGA_017_BL_20250604.JPG","SAGA_017_BR_20250604.JPG","SAGA_017_UL_20250604.JPG","SAGA_017_UR_20250604.JPG"
"SARA-017","SARA","3","Mesic- Flatwoods","Parked at trailhead and walk 140 degrees acroos field about 120m.  Plot is near edge of field.","Oak forest with large trees and fairly open understory. Lots of high bush blueberry in plot.  Vernal pools around plot and open field near upper boundary.",2025,43.001435,-73.623763,FALSE,3,0,0,22,26,20,13,"SARA_017_BL_20250529.JPG","SARA_017_BR_20250529.JPG","SARA_017_UL_20250529.JPG","SARA_017_UR_20250529.JPG"
"MABI-018","MABI","3","Mesic- Moist Slopes and Coves","Park at carrige rd. entrance off prospect rd- 15 metersfrom carrige road","Existing plot.  Redstart St_ID:20, SID:037. 15 metersfrom carrige road on moist slope. Park at carrige rd. entrance off Prospect Rd.  Changed orientation from 174 to 179.",2025,43.637379,-72.548437,FALSE,18,2,0,63,7,19,37,"MABI_018_BL_20250611.JPG","MABI_018_BR_20250611.JPG","MABI_018_UL_20250611.JPG","MABI_018_UR_20250611.JPG"
"MIMA-018","MIMA","3","Mesic- Floodplains/Bottomlands","Park at Hartwell Tavern, Turn off Battle Road and walk along Battle Trail around sharp bend, through field. Follow path off trail along rock wall for 100 meters. Turn right across wall and walk 200 meters.
Alternate route - Park at Lincoln North office building off of Virginia Rd from the north.  Access trail into park and then bushwack as described above.","Moist site, transition between open marsh and forest. Rock wall runs from top to bottom of plot. Could be quite wet after rain.  No rebar at upper left micro due to it being in a literal tree fork.",2025,42.457967,-71.300496,FALSE,14,0,10,9,1,42,31,"MIMA_018_BL_20250618.JPG","MIMA_018_BR_20250618.JPG","MIMA_018_UL_20250618.JPG","MIMA_018_UR_20250618.JPG"
"MORR-018","MORR","4","Xeric- Dry Slopes","Hike Patriot's path from Cross Estate house ~500m, then 130m @ 98degrees down slope.","Rocky slope with beech and sparse understory with some barberry. 2013- changed orientation from 274 to 277",2026,40.748416,-74.554244,FALSE,7,0,51.2,6,0,16,23,"MORR_018_BL_20260521.JPG","MORR_018_BR_20260521.JPG","MORR_018_UL_20260521.JPG","MORR_018_UR_20260521.JPG"
"ROVA-018","ROVA","2","Mesic- Rolling Uplands","take black trail in from 9g.  Or, take yellow tail from Farm Lane, trail goes through plot corner.","beach, oak, hemlock forest with little understory.  Near a large vernal pool NW of plot

BL is offset 1 m closer to avoid trail.",2024,41.765427,-73.914206,FALSE,19,2,0,22,1,9,15,"ROVA_018_BL_20240604.JPG","ROVA_018_BR_20240604.JPG","ROVA_018_UL_20240604.JPG","ROVA_018_UR_20240604.JPG"
"SAGA-018","SAGA","3","Mesic- Moist Slopes and Coves","trail off of main road","Slope by stream. North facing slope, stream running through and sparse understory.",2025,43.491303,-72.376581,FALSE,14,0,0,3,2,21,25,"SAGA_018_BL_20250610.JPG","SAGA_018_BR_20250610.JPG","SAGA_018_UL_20250610.JPG","SAGA_018_UR_20250610.JPG"
"SARA-018","SARA","3","Mesic- Flatwoods","Park at trailhead. Go straight through intersection. Plot is off the trail to the left","Flat hickory/maple forest with fern understory.",2025,43.006167,-73.624921,FALSE,16,2,0,4,0,22,28,"SARA_018_BL_20250527.JPG","SARA_018_BR_20250527.JPG","SARA_018_UL_20250527.JPG","SARA_018_UR_20250527.JPG"
"MABI-019","MABI","3","Mesic- Moist Slopes and Coves","Take carriage road up from east side of park, past forest center; plot center is about 20 m from carriage road.","Existing MABI silvicultural inventory plot (Redstart St_ID:44, SID:104); about 30 m from GRTS location. Hemlock-yellow birch slope with fern understory. 2016 - plot cut since 2012. changed orientation from 220 to 214.",2025,43.633467,-72.525291,FALSE,7,0,0.1,402,3,29,27,"MABI_019_BL_20250612.JPG","MABI_019_BR_20250612.JPG","MABI_019_UL_20250612.JPG","MABI_019_UR_20250612.JPG"
"MIMA-019","MIMA","3","Mesic- Flatwoods","Park on Airport road in pull out past trail crossing. Walk back along road until you get to the crosswalk sign and then cut in.","Includes portions of swamp. Dry top to low, very wet wetland, permanant standing water. When visited in 2012 , found deep water in places. Rain boots or waders necessary. 2016 - no standing water, but mucky.",2025,42.449968,-71.270387,FALSE,28,2,20.8,8,0,25,23,"MIMA_019_BL_20250617.JPG","MIMA_019_BR_20250617.JPG","MIMA_019_UL_20250617.JPG","MIMA_019_UR_20250617.JPG"
"MORR-019","MORR","4","Mesic- Moist Slopes and Coves","walked in from Sugar Loaf Road. 204degrees from driveway of school.  Plot on slope of small ravine- lots of BERTHU","White pine, ash, locust; mixed hardwood.",2026,40.77869,-74.52848,FALSE,3,2,116.5,1,0,9,15,"MORR_019_BL_20260518.JPG","MORR_019_BR_20260518.JPG","MORR_019_UL_20260518.JPG","MORR_019_UR_20260518.JPG"
"ROVA-019","ROVA","2","Mesic- Rolling Uplands","take hyde park trail in, AKA Elenor's Walk loop trail.  About 20 m south of trail.","Oak canopy with some understory, yet quite open.",2024,41.758235,-73.895814,FALSE,13,1,0,30,1,25,13,"ROVA_019_BL_20240606.JPG","ROVA_019_BR_20240606.JPG","ROVA_019_UL_20240606.JPG","ROVA_019_UR_20240606.JPG"
"SAGA-019","SAGA","3","Mesic- Moist Slopes and Coves","Off of Blow-me-down trail","Mixedwood slope with flat creek bed at bottom. Very steep. Had a check tab error because we measured an intermediate as being aller than a codominant tree, but codominant was at the top of a steep slope therefore could be in the top layer of the canopy while also being shorter than an intermediate down slope.",2025,43.502346,-72.37797,FALSE,31,2,0,0,0,12,17,"SAGA_019_BL_20250604.JPG","SAGA_019_BR_20250604.JPG","SAGA_019_UL_20250604.JPG","SAGA_019_UR_20250604.JPG"
"SARA-019","SARA","3","Mesic- Flatwoods","Plot south of trail, above ravine. Best to walk in from trail that plot is closest to, rather than hiking in from road and across honeysuckle filled ravine, which is the shortest distance to the plot.","Pinus strobus and Prunus serotina canopy with Lonicera - exotic prevalent in understory.  Site is at the edge of a ravine.",2025,43.007007,-73.628841,FALSE,12,5,40.1,122,1,54,16,"SARA_019_BL_20250526.JPG","SARA_019_BR_20250526.JPG","SARA_019_UL_20250526.JPG","SARA_019_UR_20250526.JPG"
"MABI-020","MABI","3","Mesic- Moist Slopes and Coves","Use carriage road to access ski shelter, park in field beside trail and walk along the ravine on the ridge (park boundary?).","Hemlock forest with fern understory, stream (Pogue Brook?) immediately below plot.  MABI Silvicultural Inventory: Stand 38, Plot 2. Keeton Plot # 7. BC in creek, BL across creek.",2025,43.635245,-72.527982,FALSE,13,1,0,5,0,31,27,"MABI_020_BL_20250612.JPG","MABI_020_BR_20250612.JPG","MABI_020_UL_20250612.JPG","MABI_020_UR_20250612.JPG"
"MIMA-020","MIMA","3","Mesic- Moist Slopes and Coves","Park  on shadyside Road","POISON IVY. SW facing Norway maple, ash and willow on edge of cattail swamp.",2025,42.454694,-71.310105,FALSE,10,3,3.6,0,9,25,18,"MIMA_020_BL_20250618.JPG","MIMA_020_BR_20250618.JPG","MIMA_020_UL_20250618.JPG","MIMA_020_UR_20250618.JPG"
"MORR-020","MORR","4","Mesic- Flatwoods","hike in via trail, then cut south.  Old forest plot nearby.  Post near UR microplot.","EAB aftermath. All trees on plot have died, leaving the canopy very open and the understory is filling in with Berberis, Rosa multiflora, and Ligustrum.",2026,40.774941,-74.530272,FALSE,0,4,48.6,20,0,30,18,"MORR_020_BL_20260519.JPG","MORR_020_BR_20260519.JPG","MORR_020_UL_20260519.JPG","MORR_020_UR_20260519.JPG"
"ROVA-020","ROVA","2","Mesic- Rolling Uplands","trail maps don’t include all trails- just follow whichever heads in the right direction at each fork- it is actually right next to a trail","GPS beacon not working
6/6/11 BR .1 m towards MR due to tree root.  UR & BC regen reset.  JLF",2024,41.769388,-73.92072,FALSE,21,3,0,14,4,31,34,"ROVA_020_BL_20240528.JPG","ROVA_020_BR_20240528.JPG","ROVA_020_UL_20240528.JPG","ROVA_020_UR_20240528.JPG"
"SAGA-020","SAGA","3","Mesic- Flatwoods","Plot center lies 15 m East of  trail.","Hardwood flat just east of trail.  Almost to end of trail (near Blow-me-down stream)",2025,43.50317,-72.378553,FALSE,13,1,0,38,4,30,29,"SAGA_020_BL_20250604.JPG","SAGA_020_BR_20250604.JPG","SAGA_020_UL_20250604.JPG","SAGA_020_UR_20250604.JPG"
"SARA-020","SARA","3","Mesic- Moist Slopes and Coves","Park at tour spot 6, go down west trail past bloody knoll to cannon. Enter woods at bearing of 120. Down slope and over stream.","Mid-slope bench, white pine forest, sensitive fern understory",2025,43.000653,-73.632932,FALSE,11,3,1.2,43,4,61,19,"SARA_020_BL_20250527.JPG","SARA_020_BR_20250527.JPG","SARA_020_UL_20250527.JPG","SARA_020_UR_20250527.JPG"
